motor,harga_otr,dp,pct_dp,tenor,cicilan
OLD SCOOPY ENERGETIC,24825000.0,5300000.0,0.2135,18,1630000.0
OLD SCOOPY ENERGETIC,24825000.0,5300000.0,0.2135,24,1285000.0
OLD SCOOPY ENERGETIC,24825000.0,5300000.0,0.2135,30,1100000.0
OLD SCOOPY ENERGETIC,24825000.0,5300000.0,0.2135,36,980000.0
OLD SCOOPY ENERGETIC,24825000.0,5400000.0,0.2175,12,2232000.0
OLD SCOOPY ENERGETIC,24825000.0,5400000.0,0.2175,18,1623000.0
OLD SCOOPY ENERGETIC,24825000.0,5400000.0,0.2175,24,1280000.0
OLD SCOOPY ENERGETIC,24825000.0,5400000.0,0.2175,30,1096000.0
OLD SCOOPY ENERGETIC,24825000.0,5400000.0,0.2175,36,976000.0
OLD SCOOPY ENERGETIC,24825000.0,5500000.0,0.2216,12,2222000.0
OLD SCOOPY ENERGETIC,24825000.0,5500000.0,0.2216,18,1616000.0
OLD SCOOPY ENERGETIC,24825000.0,5500000.0,0.2216,24,1275000.0
OLD SCOOPY ENERGETIC,24825000.0,5500000.0,0.2216,30,1092000.0
OLD SCOOPY ENERGETIC,24825000.0,5500000.0,0.2216,36,972000.0
OLD SCOOPY ENERGETIC,24825000.0,5600000.0,0.2256,12,2212000.0
OLD SCOOPY ENERGETIC,24825000.0,5600000.0,0.2256,18,1609000.0
OLD SCOOPY ENERGETIC,24825000.0,5600000.0,0.2256,24,1270000.0
OLD SCOOPY ENERGETIC,24825000.0,5600000.0,0.2256,30,1088000.0
OLD SCOOPY ENERGETIC,24825000.0,5600000.0,0.2256,36,968000.0
OLD SCOOPY ENERGETIC,24825000.0,5700000.0,0.2296,12,2202000.0
OLD SCOOPY ENERGETIC,24825000.0,5700000.0,0.2296,18,1602000.0
OLD SCOOPY ENERGETIC,24825000.0,5700000.0,0.2296,24,1265000.0
OLD SCOOPY ENERGETIC,24825000.0,5700000.0,0.2296,30,1084000.0
OLD SCOOPY ENERGETIC,24825000.0,5700000.0,0.2296,36,964000.0
OLD SCOOPY ENERGETIC,24825000.0,5800000.0,0.2336,12,2192000.0
OLD SCOOPY ENERGETIC,24825000.0,5800000.0,0.2336,18,1595000.0
OLD SCOOPY ENERGETIC,24825000.0,5800000.0,0.2336,24,1260000.0
OLD SCOOPY ENERGETIC,24825000.0,5800000.0,0.2336,30,1080000.0
OLD SCOOPY ENERGETIC,24825000.0,5800000.0,0.2336,36,960000.0
OLD SCOOPY ENERGETIC,24825000.0,5900000.0,0.2377,12,2182000.0
OLD SCOOPY ENERGETIC,24825000.0,5900000.0,0.2377,18,1588000.0
OLD SCOOPY ENERGETIC,24825000.0,5900000.0,0.2377,24,1255000.0
OLD SCOOPY ENERGETIC,24825000.0,5900000.0,0.2377,30,1076000.0
OLD SCOOPY ENERGETIC,24825000.0,5900000.0,0.2377,36,956000.0
OLD SCOOPY ENERGETIC,24825000.0,6000000.0,0.2417,12,2172000.0
OLD SCOOPY ENERGETIC,24825000.0,6000000.0,0.2417,18,1581000.0
OLD SCOOPY ENERGETIC,24825000.0,6000000.0,0.2417,24,1250000.0
OLD SCOOPY ENERGETIC,24825000.0,6000000.0,0.2417,30,1072000.0
OLD SCOOPY ENERGETIC,24825000.0,6000000.0,0.2417,36,952000.0
OLD SCOOPY ENERGETIC,24825000.0,6100000.0,0.2457,12,2162000.0
OLD SCOOPY ENERGETIC,24825000.0,6100000.0,0.2457,18,1574000.0
OLD SCOOPY ENERGETIC,24825000.0,6100000.0,0.2457,24,1245000.0
OLD SCOOPY ENERGETIC,24825000.0,6100000.0,0.2457,30,1068000.0
OLD SCOOPY ENERGETIC,24825000.0,6100000.0,0.2457,36,948000.0
OLD SCOOPY ENERGETIC,24825000.0,6200000.0,0.2497,12,2152000.0
OLD SCOOPY ENERGETIC,24825000.0,6200000.0,0.2497,18,1567000.0
OLD SCOOPY ENERGETIC,24825000.0,6200000.0,0.2497,24,1240000.0
OLD SCOOPY ENERGETIC,24825000.0,6200000.0,0.2497,30,1064000.0
OLD SCOOPY ENERGETIC,24825000.0,6200000.0,0.2497,36,944000.0
OLD SCOOPY ENERGETIC,24825000.0,6300000.0,0.2538,12,2142000.0
OLD SCOOPY ENERGETIC,24825000.0,6300000.0,0.2538,18,1560000.0
OLD SCOOPY ENERGETIC,24825000.0,6300000.0,0.2538,24,1235000.0
OLD SCOOPY ENERGETIC,24825000.0,6300000.0,0.2538,30,1060000.0
OLD SCOOPY ENERGETIC,24825000.0,6300000.0,0.2538,36,940000.0
OLD SCOOPY ENERGETIC,24825000.0,6400000.0,0.2578,12,2132000.0
OLD SCOOPY ENERGETIC,24825000.0,6400000.0,0.2578,18,1553000.0
OLD SCOOPY ENERGETIC,24825000.0,6400000.0,0.2578,24,1230000.0
OLD SCOOPY ENERGETIC,24825000.0,6400000.0,0.2578,30,1056000.0
OLD SCOOPY ENERGETIC,24825000.0,6400000.0,0.2578,36,936000.0
OLD SCOOPY ENERGETIC,24825000.0,6500000.0,0.2618,12,2122000.0
OLD SCOOPY ENERGETIC,24825000.0,6500000.0,0.2618,18,1546000.0
OLD SCOOPY ENERGETIC,24825000.0,6500000.0,0.2618,24,1225000.0
OLD SCOOPY ENERGETIC,24825000.0,6500000.0,0.2618,30,1052000.0
OLD SCOOPY ENERGETIC,24825000.0,6500000.0,0.2618,36,932000.0
OLD SCOOPY ENERGETIC,24825000.0,6600000.0,0.2659,12,2112000.0
OLD SCOOPY ENERGETIC,24825000.0,6600000.0,0.2659,18,1539000.0
OLD SCOOPY ENERGETIC,24825000.0,6600000.0,0.2659,24,1220000.0
OLD SCOOPY ENERGETIC,24825000.0,6600000.0,0.2659,30,1048000.0
OLD SCOOPY ENERGETIC,24825000.0,6600000.0,0.2659,36,928000.0
OLD SCOOPY ENERGETIC,24825000.0,6700000.0,0.2699,12,2102000.0
OLD SCOOPY ENERGETIC,24825000.0,6700000.0,0.2699,18,1532000.0
OLD SCOOPY ENERGETIC,24825000.0,6700000.0,0.2699,24,1215000.0
OLD SCOOPY ENERGETIC,24825000.0,6700000.0,0.2699,30,1044000.0
OLD SCOOPY ENERGETIC,24825000.0,6700000.0,0.2699,36,924000.0
OLD SCOOPY ENERGETIC,24825000.0,6800000.0,0.2739,12,2092000.0
OLD SCOOPY ENERGETIC,24825000.0,6800000.0,0.2739,18,1525000.0
OLD SCOOPY ENERGETIC,24825000.0,6800000.0,0.2739,24,1210000.0
OLD SCOOPY ENERGETIC,24825000.0,6800000.0,0.2739,30,1040000.0
OLD SCOOPY ENERGETIC,24825000.0,6800000.0,0.2739,36,920000.0
OLD SCOOPY ENERGETIC,24825000.0,6900000.0,0.2779,12,2082000.0
OLD SCOOPY ENERGETIC,24825000.0,6900000.0,0.2779,18,1518000.0
OLD SCOOPY ENERGETIC,24825000.0,6900000.0,0.2779,24,1205000.0
OLD SCOOPY ENERGETIC,24825000.0,6900000.0,0.2779,30,1036000.0
OLD SCOOPY ENERGETIC,24825000.0,6900000.0,0.2779,36,916000.0
OLD SCOOPY ENERGETIC,24825000.0,7000000.0,0.282,12,2072000.0
OLD SCOOPY ENERGETIC,24825000.0,7000000.0,0.282,18,1511000.0
OLD SCOOPY ENERGETIC,24825000.0,7000000.0,0.282,24,1200000.0
OLD SCOOPY ENERGETIC,24825000.0,7000000.0,0.282,30,1032000.0
OLD SCOOPY ENERGETIC,24825000.0,7000000.0,0.282,36,912000.0
OLD SCOOPY ENERGETIC,24825000.0,7100000.0,0.286,12,2062000.0
OLD SCOOPY ENERGETIC,24825000.0,7100000.0,0.286,18,1504000.0
OLD SCOOPY ENERGETIC,24825000.0,7100000.0,0.286,24,1195000.0
OLD SCOOPY ENERGETIC,24825000.0,7100000.0,0.286,30,1028000.0
OLD SCOOPY ENERGETIC,24825000.0,7100000.0,0.286,36,908000.0
OLD SCOOPY ENERGETIC,24825000.0,7200000.0,0.29,12,2052000.0
OLD SCOOPY ENERGETIC,24825000.0,7200000.0,0.29,18,1497000.0
OLD SCOOPY ENERGETIC,24825000.0,7200000.0,0.29,24,1190000.0
OLD SCOOPY ENERGETIC,24825000.0,7200000.0,0.29,30,1024000.0
OLD SCOOPY ENERGETIC,24825000.0,7200000.0,0.29,36,904000.0
OLD SCOOPY ENERGETIC,24825000.0,7300000.0,0.2941,12,2042000.0
OLD SCOOPY ENERGETIC,24825000.0,7300000.0,0.2941,18,1490000.0
OLD SCOOPY ENERGETIC,24825000.0,7300000.0,0.2941,24,1185000.0
OLD SCOOPY ENERGETIC,24825000.0,7300000.0,0.2941,30,1020000.0
OLD SCOOPY ENERGETIC,24825000.0,7300000.0,0.2941,36,900000.0
OLD SCOOPY ENERGETIC,24825000.0,7400000.0,0.2981,12,2032000.0
OLD SCOOPY ENERGETIC,24825000.0,7400000.0,0.2981,18,1483000.0
OLD SCOOPY ENERGETIC,24825000.0,7400000.0,0.2981,24,1180000.0
OLD SCOOPY ENERGETIC,24825000.0,7400000.0,0.2981,30,1016000.0
OLD SCOOPY ENERGETIC,24825000.0,7400000.0,0.2981,36,896000.0
OLD SCOOPY ENERGETIC,24825000.0,7500000.0,0.3021,12,2022000.0
OLD SCOOPY ENERGETIC,24825000.0,7500000.0,0.3021,18,1476000.0
OLD SCOOPY ENERGETIC,24825000.0,7500000.0,0.3021,24,1175000.0
OLD SCOOPY ENERGETIC,24825000.0,7500000.0,0.3021,30,1012000.0
OLD SCOOPY ENERGETIC,24825000.0,7500000.0,0.3021,36,892000.0
OLD SCOOPY ENERGETIC,24825000.0,7600000.0,0.3061,12,2012000.0
OLD SCOOPY ENERGETIC,24825000.0,7600000.0,0.3061,18,1469000.0
OLD SCOOPY ENERGETIC,24825000.0,7600000.0,0.3061,24,1170000.0
OLD SCOOPY ENERGETIC,24825000.0,7600000.0,0.3061,30,1008000.0
OLD SCOOPY ENERGETIC,24825000.0,7600000.0,0.3061,36,888000.0
OLD SCOOPY ENERGETIC,24825000.0,7700000.0,0.3102,12,2002000.0
OLD SCOOPY ENERGETIC,24825000.0,7700000.0,0.3102,18,1462000.0
OLD SCOOPY ENERGETIC,24825000.0,7700000.0,0.3102,24,1165000.0
OLD SCOOPY ENERGETIC,24825000.0,7700000.0,0.3102,30,1004000.0
OLD SCOOPY ENERGETIC,24825000.0,7700000.0,0.3102,36,884000.0
OLD SCOOPY ENERGETIC,24825000.0,7800000.0,0.3142,12,1992000.0
OLD SCOOPY ENERGETIC,24825000.0,7800000.0,0.3142,18,1455000.0
OLD SCOOPY ENERGETIC,24825000.0,7800000.0,0.3142,24,1160000.0
OLD SCOOPY ENERGETIC,24825000.0,7800000.0,0.3142,30,1000000.0
OLD SCOOPY ENERGETIC,24825000.0,7800000.0,0.3142,36,880000.0
OLD SCOOPY ENERGETIC,24825000.0,7900000.0,0.3182,12,1982000.0
OLD SCOOPY ENERGETIC,24825000.0,7900000.0,0.3182,18,1448000.0
OLD SCOOPY ENERGETIC,24825000.0,7900000.0,0.3182,24,1155000.0
OLD SCOOPY ENERGETIC,24825000.0,7900000.0,0.3182,30,996000.0
OLD SCOOPY ENERGETIC,24825000.0,7900000.0,0.3182,36,876000.0
OLD SCOOPY ENERGETIC,24825000.0,8000000.0,0.3223,12,1972000.0
OLD SCOOPY ENERGETIC,24825000.0,8000000.0,0.3223,18,1441000.0
OLD SCOOPY ENERGETIC,24825000.0,8000000.0,0.3223,24,1150000.0
OLD SCOOPY ENERGETIC,24825000.0,8000000.0,0.3223,30,992000.0
OLD SCOOPY ENERGETIC,24825000.0,8000000.0,0.3223,36,872000.0
OLD SCOOPY ENERGETIC,24825000.0,8100000.0,0.3263,12,1962000.0
OLD SCOOPY ENERGETIC,24825000.0,8100000.0,0.3263,18,1434000.0
OLD SCOOPY ENERGETIC,24825000.0,8100000.0,0.3263,24,1145000.0
OLD SCOOPY ENERGETIC,24825000.0,8100000.0,0.3263,30,988000.0
OLD SCOOPY ENERGETIC,24825000.0,8100000.0,0.3263,36,868000.0
OLD SCOOPY ENERGETIC,24825000.0,8200000.0,0.3303,12,1952000.0
OLD SCOOPY ENERGETIC,24825000.0,8200000.0,0.3303,18,1427000.0
OLD SCOOPY ENERGETIC,24825000.0,8200000.0,0.3303,24,1140000.0
OLD SCOOPY ENERGETIC,24825000.0,8200000.0,0.3303,30,984000.0
OLD SCOOPY ENERGETIC,24825000.0,8200000.0,0.3303,36,864000.0
OLD SCOOPY ENERGETIC,24825000.0,8300000.0,0.3343,12,1942000.0
OLD SCOOPY ENERGETIC,24825000.0,8300000.0,0.3343,18,1420000.0
OLD SCOOPY ENERGETIC,24825000.0,8300000.0,0.3343,24,1135000.0
OLD SCOOPY ENERGETIC,24825000.0,8300000.0,0.3343,30,980000.0
OLD SCOOPY ENERGETIC,24825000.0,8300000.0,0.3343,36,860000.0
OLD SCOOPY ENERGETIC,24825000.0,8400000.0,0.3384,12,1932000.0
OLD SCOOPY ENERGETIC,24825000.0,8400000.0,0.3384,18,1413000.0
OLD SCOOPY ENERGETIC,24825000.0,8400000.0,0.3384,24,1130000.0
OLD SCOOPY ENERGETIC,24825000.0,8400000.0,0.3384,30,976000.0
OLD SCOOPY ENERGETIC,24825000.0,8400000.0,0.3384,36,856000.0
OLD SCOOPY ENERGETIC,24825000.0,8500000.0,0.3424,12,1922000.0
OLD SCOOPY ENERGETIC,24825000.0,8500000.0,0.3424,18,1406000.0
OLD SCOOPY ENERGETIC,24825000.0,8500000.0,0.3424,24,1125000.0
OLD SCOOPY ENERGETIC,24825000.0,8500000.0,0.3424,30,972000.0
OLD SCOOPY ENERGETIC,24825000.0,8500000.0,0.3424,36,852000.0
OLD SCOOPY ENERGETIC,24825000.0,8600000.0,0.3464,12,1912000.0
OLD SCOOPY ENERGETIC,24825000.0,8600000.0,0.3464,18,1399000.0
OLD SCOOPY ENERGETIC,24825000.0,8600000.0,0.3464,24,1120000.0
OLD SCOOPY ENERGETIC,24825000.0,8600000.0,0.3464,30,968000.0
OLD SCOOPY ENERGETIC,24825000.0,8600000.0,0.3464,36,848000.0
OLD SCOOPY ENERGETIC,24825000.0,8700000.0,0.3505,12,1902000.0
OLD SCOOPY ENERGETIC,24825000.0,8700000.0,0.3505,18,1392000.0
OLD SCOOPY ENERGETIC,24825000.0,8700000.0,0.3505,24,1115000.0
OLD SCOOPY ENERGETIC,24825000.0,8700000.0,0.3505,30,964000.0
OLD SCOOPY ENERGETIC,24825000.0,8700000.0,0.3505,36,844000.0
OLD SCOOPY ENERGETIC,24825000.0,8800000.0,0.3545,12,1892000.0
OLD SCOOPY ENERGETIC,24825000.0,8800000.0,0.3545,18,1385000.0
OLD SCOOPY ENERGETIC,24825000.0,8800000.0,0.3545,24,1110000.0
OLD SCOOPY ENERGETIC,24825000.0,8800000.0,0.3545,30,960000.0
OLD SCOOPY ENERGETIC,24825000.0,8800000.0,0.3545,36,840000.0
OLD SCOOPY ENERGETIC,24825000.0,8900000.0,0.3585,12,1882000.0
OLD SCOOPY ENERGETIC,24825000.0,8900000.0,0.3585,18,1378000.0
OLD SCOOPY ENERGETIC,24825000.0,8900000.0,0.3585,24,1105000.0
OLD SCOOPY ENERGETIC,24825000.0,8900000.0,0.3585,30,956000.0
OLD SCOOPY ENERGETIC,24825000.0,8900000.0,0.3585,36,836000.0
OLD SCOOPY ENERGETIC,24825000.0,9000000.0,0.3625,12,1872000.0
OLD SCOOPY ENERGETIC,24825000.0,9000000.0,0.3625,18,1371000.0
OLD SCOOPY ENERGETIC,24825000.0,9000000.0,0.3625,24,1100000.0
OLD SCOOPY ENERGETIC,24825000.0,9000000.0,0.3625,30,952000.0
OLD SCOOPY ENERGETIC,24825000.0,9000000.0,0.3625,36,832000.0
OLD SCOOPY ENERGETIC,24825000.0,9100000.0,0.3666,12,1862000.0
OLD SCOOPY ENERGETIC,24825000.0,9100000.0,0.3666,18,1364000.0
OLD SCOOPY ENERGETIC,24825000.0,9100000.0,0.3666,24,1095000.0
OLD SCOOPY ENERGETIC,24825000.0,9100000.0,0.3666,30,948000.0
OLD SCOOPY ENERGETIC,24825000.0,9100000.0,0.3666,36,828000.0
OLD SCOOPY ENERGETIC,24825000.0,9200000.0,0.3706,12,1852000.0
OLD SCOOPY ENERGETIC,24825000.0,9200000.0,0.3706,18,1357000.0
OLD SCOOPY ENERGETIC,24825000.0,9200000.0,0.3706,24,1090000.0
OLD SCOOPY ENERGETIC,24825000.0,9200000.0,0.3706,30,944000.0
OLD SCOOPY ENERGETIC,24825000.0,9200000.0,0.3706,36,824000.0
OLD SCOOPY ENERGETIC,24825000.0,9300000.0,0.3746,12,1842000.0
OLD SCOOPY ENERGETIC,24825000.0,9300000.0,0.3746,18,1350000.0
OLD SCOOPY ENERGETIC,24825000.0,9300000.0,0.3746,24,1085000.0
OLD SCOOPY ENERGETIC,24825000.0,9300000.0,0.3746,30,940000.0
OLD SCOOPY ENERGETIC,24825000.0,9300000.0,0.3746,36,820000.0
OLD SCOOPY ENERGETIC,24825000.0,9400000.0,0.3787,12,1832000.0
OLD SCOOPY ENERGETIC,24825000.0,9400000.0,0.3787,18,1343000.0
OLD SCOOPY ENERGETIC,24825000.0,9400000.0,0.3787,24,1080000.0
OLD SCOOPY ENERGETIC,24825000.0,9400000.0,0.3787,30,936000.0
OLD SCOOPY ENERGETIC,24825000.0,9400000.0,0.3787,36,816000.0
OLD SCOOPY ENERGETIC,24825000.0,9500000.0,0.3827,12,1822000.0
OLD SCOOPY ENERGETIC,24825000.0,9500000.0,0.3827,18,1336000.0
OLD SCOOPY ENERGETIC,24825000.0,9500000.0,0.3827,24,1075000.0
OLD SCOOPY ENERGETIC,24825000.0,9500000.0,0.3827,30,932000.0
OLD SCOOPY ENERGETIC,24825000.0,9500000.0,0.3827,36,812000.0
OLD SCOOPY ENERGETIC,24825000.0,9600000.0,0.3867,12,1812000.0
OLD SCOOPY ENERGETIC,24825000.0,9600000.0,0.3867,18,1329000.0
OLD SCOOPY ENERGETIC,24825000.0,9600000.0,0.3867,24,1070000.0
OLD SCOOPY ENERGETIC,24825000.0,9600000.0,0.3867,30,928000.0
OLD SCOOPY ENERGETIC,24825000.0,9600000.0,0.3867,36,808000.0
OLD SCOOPY ENERGETIC,24825000.0,9700000.0,0.3907,12,1802000.0
OLD SCOOPY ENERGETIC,24825000.0,9700000.0,0.3907,18,1322000.0
OLD SCOOPY ENERGETIC,24825000.0,9700000.0,0.3907,24,1065000.0
OLD SCOOPY ENERGETIC,24825000.0,9700000.0,0.3907,30,924000.0
OLD SCOOPY ENERGETIC,24825000.0,9700000.0,0.3907,36,804000.0
OLD SCOOPY ENERGETIC,24825000.0,9800000.0,0.3948,12,1792000.0
OLD SCOOPY ENERGETIC,24825000.0,9800000.0,0.3948,18,1315000.0
OLD SCOOPY ENERGETIC,24825000.0,9800000.0,0.3948,24,1060000.0
OLD SCOOPY ENERGETIC,24825000.0,9800000.0,0.3948,30,920000.0
OLD SCOOPY ENERGETIC,24825000.0,9800000.0,0.3948,36,800000.0
OLD SCOOPY ENERGETIC,24825000.0,9900000.0,0.3988,12,1782000.0
OLD SCOOPY ENERGETIC,24825000.0,9900000.0,0.3988,18,1308000.0
OLD SCOOPY ENERGETIC,24825000.0,9900000.0,0.3988,24,1055000.0
OLD SCOOPY ENERGETIC,24825000.0,9900000.0,0.3988,30,916000.0
OLD SCOOPY ENERGETIC,24825000.0,9900000.0,0.3988,36,796000.0
OLD SCOOPY ENERGETIC,24825000.0,10000000.0,0.4028,12,1772000.0
OLD SCOOPY ENERGETIC,24825000.0,10000000.0,0.4028,18,1301000.0
OLD SCOOPY ENERGETIC,24825000.0,10000000.0,0.4028,24,1050000.0
OLD SCOOPY ENERGETIC,24825000.0,10000000.0,0.4028,30,912000.0
OLD SCOOPY ENERGETIC,24825000.0,10000000.0,0.4028,36,792000.0
OLD SCOOPY ENERGETIC,24825000.0,10100000.0,0.4068,12,1762000.0
OLD SCOOPY ENERGETIC,24825000.0,10100000.0,0.4068,18,1294000.0
OLD SCOOPY ENERGETIC,24825000.0,10100000.0,0.4068,24,1045000.0
OLD SCOOPY ENERGETIC,24825000.0,10100000.0,0.4068,30,908000.0
OLD SCOOPY ENERGETIC,24825000.0,10100000.0,0.4068,36,788000.0
OLD SCOOPY ENERGETIC,24825000.0,10200000.0,0.4109,12,1752000.0
OLD SCOOPY ENERGETIC,24825000.0,10200000.0,0.4109,18,1287000.0
OLD SCOOPY ENERGETIC,24825000.0,10200000.0,0.4109,24,1040000.0
OLD SCOOPY ENERGETIC,24825000.0,10200000.0,0.4109,30,904000.0
OLD SCOOPY ENERGETIC,24825000.0,10200000.0,0.4109,36,784000.0
OLD SCOOPY ENERGETIC,24825000.0,10300000.0,0.4149,12,1742000.0
OLD SCOOPY ENERGETIC,24825000.0,10300000.0,0.4149,18,1280000.0
OLD SCOOPY ENERGETIC,24825000.0,10300000.0,0.4149,24,1035000.0
OLD SCOOPY ENERGETIC,24825000.0,10300000.0,0.4149,30,900000.0
OLD SCOOPY ENERGETIC,24825000.0,10300000.0,0.4149,36,780000.0
OLD SCOOPY ENERGETIC,24825000.0,10400000.0,0.4189,12,1732000.0
OLD SCOOPY ENERGETIC,24825000.0,10400000.0,0.4189,18,1273000.0
OLD SCOOPY ENERGETIC,24825000.0,10400000.0,0.4189,24,1030000.0
OLD SCOOPY ENERGETIC,24825000.0,10400000.0,0.4189,30,896000.0
OLD SCOOPY ENERGETIC,24825000.0,10400000.0,0.4189,36,776000.0
OLD SCOOPY ENERGETIC,24825000.0,10500000.0,0.423,12,1722000.0
OLD SCOOPY ENERGETIC,24825000.0,10500000.0,0.423,18,1266000.0
OLD SCOOPY ENERGETIC,24825000.0,10500000.0,0.423,24,1025000.0
OLD SCOOPY ENERGETIC,24825000.0,10500000.0,0.423,30,892000.0
OLD SCOOPY ENERGETIC,24825000.0,10500000.0,0.423,36,772000.0
OLD SCOOPY ENERGETIC,24825000.0,10600000.0,0.427,12,1712000.0
OLD SCOOPY ENERGETIC,24825000.0,10600000.0,0.427,18,1259000.0
OLD SCOOPY ENERGETIC,24825000.0,10600000.0,0.427,24,1020000.0
OLD SCOOPY ENERGETIC,24825000.0,10600000.0,0.427,30,888000.0
OLD SCOOPY ENERGETIC,24825000.0,10600000.0,0.427,36,768000.0
OLD SCOOPY ENERGETIC,24825000.0,10700000.0,0.431,12,1702000.0
OLD SCOOPY ENERGETIC,24825000.0,10700000.0,0.431,18,1252000.0
OLD SCOOPY ENERGETIC,24825000.0,10700000.0,0.431,24,1015000.0
OLD SCOOPY ENERGETIC,24825000.0,10700000.0,0.431,30,884000.0
OLD SCOOPY ENERGETIC,24825000.0,10700000.0,0.431,36,764000.0
OLD SCOOPY ENERGETIC,24825000.0,10800000.0,0.435,12,1692000.0
OLD SCOOPY ENERGETIC,24825000.0,10800000.0,0.435,18,1245000.0
OLD SCOOPY ENERGETIC,24825000.0,10800000.0,0.435,24,1010000.0
OLD SCOOPY ENERGETIC,24825000.0,10800000.0,0.435,30,880000.0
OLD SCOOPY ENERGETIC,24825000.0,10800000.0,0.435,36,760000.0
OLD SCOOPY ENERGETIC,24825000.0,10900000.0,0.4391,12,1682000.0
OLD SCOOPY ENERGETIC,24825000.0,10900000.0,0.4391,18,1238000.0
OLD SCOOPY ENERGETIC,24825000.0,10900000.0,0.4391,24,1005000.0
OLD SCOOPY ENERGETIC,24825000.0,10900000.0,0.4391,30,876000.0
OLD SCOOPY ENERGETIC,24825000.0,10900000.0,0.4391,36,756000.0
OLD SCOOPY ENERGETIC,24825000.0,11000000.0,0.4431,12,1672000.0
OLD SCOOPY ENERGETIC,24825000.0,11000000.0,0.4431,18,1231000.0
OLD SCOOPY ENERGETIC,24825000.0,11000000.0,0.4431,24,1000000.0
OLD SCOOPY ENERGETIC,24825000.0,11000000.0,0.4431,30,872000.0
OLD SCOOPY ENERGETIC,24825000.0,11000000.0,0.4431,36,752000.0
OLD SCOOPY ENERGETIC,24825000.0,11100000.0,0.4471,12,1662000.0
OLD SCOOPY ENERGETIC,24825000.0,11100000.0,0.4471,18,1224000.0
OLD SCOOPY ENERGETIC,24825000.0,11100000.0,0.4471,24,995000.0
OLD SCOOPY ENERGETIC,24825000.0,11100000.0,0.4471,30,868000.0
OLD SCOOPY ENERGETIC,24825000.0,11100000.0,0.4471,36,748000.0
OLD SCOOPY ENERGETIC,24825000.0,11200000.0,0.4512,12,1652000.0
OLD SCOOPY ENERGETIC,24825000.0,11200000.0,0.4512,18,1217000.0
OLD SCOOPY ENERGETIC,24825000.0,11200000.0,0.4512,24,990000.0
OLD SCOOPY ENERGETIC,24825000.0,11200000.0,0.4512,30,864000.0
OLD SCOOPY ENERGETIC,24825000.0,11200000.0,0.4512,36,744000.0
OLD SCOOPY ENERGETIC,24825000.0,11300000.0,0.4552,12,1642000.0
OLD SCOOPY ENERGETIC,24825000.0,11300000.0,0.4552,18,1210000.0
OLD SCOOPY ENERGETIC,24825000.0,11300000.0,0.4552,24,985000.0
OLD SCOOPY ENERGETIC,24825000.0,11300000.0,0.4552,30,860000.0
OLD SCOOPY ENERGETIC,24825000.0,11300000.0,0.4552,36,740000.0
OLD SCOOPY ENERGETIC,24825000.0,11400000.0,0.4592,12,1632000.0
OLD SCOOPY ENERGETIC,24825000.0,11400000.0,0.4592,18,1203000.0
OLD SCOOPY ENERGETIC,24825000.0,11400000.0,0.4592,24,980000.0
OLD SCOOPY ENERGETIC,24825000.0,11400000.0,0.4592,30,856000.0
OLD SCOOPY ENERGETIC,24825000.0,11400000.0,0.4592,36,736000.0
OLD SCOOPY ENERGETIC,24825000.0,11500000.0,0.4632,12,1622000.0
OLD SCOOPY ENERGETIC,24825000.0,11500000.0,0.4632,18,1196000.0
OLD SCOOPY ENERGETIC,24825000.0,11500000.0,0.4632,24,975000.0
OLD SCOOPY ENERGETIC,24825000.0,11500000.0,0.4632,30,852000.0
OLD SCOOPY ENERGETIC,24825000.0,11500000.0,0.4632,36,732000.0
OLD SCOOPY ENERGETIC,24825000.0,11600000.0,0.4673,12,1612000.0
OLD SCOOPY ENERGETIC,24825000.0,11600000.0,0.4673,18,1189000.0
OLD SCOOPY ENERGETIC,24825000.0,11600000.0,0.4673,24,970000.0
OLD SCOOPY ENERGETIC,24825000.0,11600000.0,0.4673,30,848000.0
OLD SCOOPY ENERGETIC,24825000.0,11600000.0,0.4673,36,728000.0
OLD SCOOPY ENERGETIC,24825000.0,11700000.0,0.4713,12,1602000.0
OLD SCOOPY ENERGETIC,24825000.0,11700000.0,0.4713,18,1182000.0
OLD SCOOPY ENERGETIC,24825000.0,11700000.0,0.4713,24,965000.0
OLD SCOOPY ENERGETIC,24825000.0,11700000.0,0.4713,30,844000.0
OLD SCOOPY ENERGETIC,24825000.0,11700000.0,0.4713,36,724000.0
OLD SCOOPY ENERGETIC,24825000.0,11800000.0,0.4753,12,1592000.0
OLD SCOOPY ENERGETIC,24825000.0,11800000.0,0.4753,18,1175000.0
OLD SCOOPY ENERGETIC,24825000.0,11800000.0,0.4753,24,960000.0
OLD SCOOPY ENERGETIC,24825000.0,11800000.0,0.4753,30,840000.0
OLD SCOOPY ENERGETIC,24825000.0,11800000.0,0.4753,36,720000.0
OLD SCOOPY ENERGETIC,24825000.0,11900000.0,0.4794,12,1582000.0
OLD SCOOPY ENERGETIC,24825000.0,11900000.0,0.4794,18,1168000.0
OLD SCOOPY ENERGETIC,24825000.0,11900000.0,0.4794,24,955000.0
OLD SCOOPY ENERGETIC,24825000.0,11900000.0,0.4794,30,836000.0
OLD SCOOPY ENERGETIC,24825000.0,11900000.0,0.4794,36,716000.0
OLD SCOOPY ENERGETIC,24825000.0,12000000.0,0.4834,12,1572000.0
OLD SCOOPY ENERGETIC,24825000.0,12000000.0,0.4834,18,1161000.0
